Title,Price,Location,Size,Rooms,Yard,URL
Degerselsvägen 436,295000.0,"Niemisel, Bodens kommun",70.0,4.0,1524.0,https://www.hemnet.se/bostad/villa-4rum-niemisel-bodens-kommun-degerselsvagen-436-21377619
Safirvägen 6,1995000.0,"Heden, Bodens kommun",168.0,5.0,1270.0,https://www.hemnet.se/bostad/villa-5rum-heden-bodens-kommun-safirvagen-6-21376944
Strutsgatan 8,2200000.0,"Sanden, Bodens kommun",170.0,5.0,814.0,https://www.hemnet.se/bostad/villa-5rum-sanden-bodens-kommun-strutsgatan-8-21375680
Södra Sävastön 9,1995000.0,"Sävastön, Bodens kommun",68.0,3.0,1388.0,https://www.hemnet.se/bostad/fritidsboende-3rum-savaston-bodens-kommun-sodra-savaston-9-21376306
Spettvägen 3,1295000.0,"Svartbjörsbyn, Bodens kommun",185.0,5.0,841.0,https://www.hemnet.se/bostad/villa-5rum-svartbjorsbyn-bodens-kommun-spettvagen-3-21375923
Strandplan 11,575000.0,"Centrum, Bodens kommun",45.5,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-bodens-kommun-strandplan-11-21375880
Musikantvägen 30,2795000.0,"Södra Svartbyn, Bodens kommun",254.0,6.0,1661.0,https://www.hemnet.se/bostad/villa-6rum-sodra-svartbyn-bodens-kommun-musikantvagen-30-21374380
Skolvägen 7,1295000.0,"Fagernäs, Bodens kommun",136.0,3.0,1016.0,https://www.hemnet.se/bostad/villa-3rum-fagernas-bodens-kommun-skolvagen-7-21375470
Helikoptergränd 51,695000.0,"Boden, Bodens kommun",109.5,4.0,,https://www.hemnet.se/bostad/lagenhet-4rum-bodens-kommun-helikoptergrand-51-21375455
Kristallgränd 4,1775000.0,"Heden, Bodens kommun",173.0,4.0,1024.0,https://www.hemnet.se/bostad/villa-4rum-heden-bodens-kommun-kristallgrand-4-21373440
Flöjtvägen 13,2895000.0,"Hamptjärnmoran, Bodens kommun",210.0,5.0,1117.0,https://www.hemnet.se/bostad/villa-5rum-hamptjarnmoran-bodens-kommun-flojtvagen-13-21372125
Halmvägen 9,2195000.0,"Södra Svartbyn, Bodens kommun",120.0,5.0,909.0,https://www.hemnet.se/bostad/villa-5rum-sodra-svartbyn-bodens-kommun-halmvagen-9-21370211
Övre Buddbyn 2B,2995000.0,"Övre Buddbyn, Bodens kommun",140.0,4.0,30000.0,https://www.hemnet.se/bostad/villa-4rum-ovre-buddbyn-bodens-kommun-ovre-buddbyn-2b-19322596
Råbäcken 15,995000.0,"Råbäcken, Bodens kommun",35.0,2.0,1344.0,https://www.hemnet.se/bostad/fritidsboende-2rum-rabacken-bodens-kommun-rabacken-15-21371834
Lombäcken 103,450000.0,"Unbyn, Bodens kommun",65.0,2.0,2008.0,https://www.hemnet.se/bostad/fritidsboende-2rum-unbyn-bodens-kommun-lombacken-103-21371494
Strandplan 9,695000.0,"Centrala Boden, Bodens kommun",46.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrala-boden-bodens-kommun-strandplan-9-21371383
Övrebodarna 15,3495000.0,"Övrebodarna, Bodens kommun",120.0,3.0,3503.0,https://www.hemnet.se/bostad/villa-3rum-ovrebodarna-bodens-kommun-ovrebodarna-15-21370980
Domänvägen 8,495000.0,"Harads, Bodens kommun",145.0,4.0,971.0,https://www.hemnet.se/bostad/villa-4rum-bodens-kommun-domanvagen-8-21368080
Brännagatan 7 A,995000.0,"Centrala Boden, Bodens kommun",59.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-boden-bodens-kommun-brannagatan-7-a-21369180
Järpgatan 12,1795000.0,"Sanden, Bodens kommun",209.0,4.0,933.0,https://www.hemnet.se/bostad/villa-4rum-sanden-bodens-kommun-jarpgatan-12-21367884
Södra Harads 20,575000.0,"Södra Harads, Bodens kommun",168.0,3.0,1295.0,https://www.hemnet.se/bostad/villa-3rum-sodra-harads-bodens-kommun-sodra-harads-20-21366692
Kallkällvägen 18E,1295000.0,"Vittjärv, Bodens kommun",80.0,2.0,1034.0,https://www.hemnet.se/bostad/fritidsboende-2rum-vittjarv-bodens-kommun-kallkallvagen-18e-21364743
Svampvägen 32 & 34,1495000.0,"Sävast, Bodens kommun",65.0,3.0,1977.0,https://www.hemnet.se/bostad/villa-3rum-savast-bodens-kommun-svampvagen-32-34-21362780
Svartbyleden 94,3495000.0,"Norra Svartbyn, Bodens kommun",221.0,8.0,956.0,https://www.hemnet.se/bostad/villa-8rum-norra-svartbyn-bodens-kommun-svartbyleden-94-21362765
Valvträsk 101,565000.0,"Gunnarsbyn, Bodens kommun",57.0,3.0,2000.0,https://www.hemnet.se/bostad/fritidsboende-3rum-gunnarsbyn-bodens-kommun-valvtrask-101-21361652
Bodforsvägen 25,2795000.0,"Bodforsen, Bodens kommun",129.0,4.0,1829.0,https://www.hemnet.se/bostad/villa-4rum-bodforsen-bodens-kommun-bodforsvagen-25-21362173
Sävastnäs 233,495000.0,"Sävast, Bodens kommun",70.0,2.0,975.0,https://www.hemnet.se/bostad/villa-2rum-savast-bodens-kommun-savastnas-233-21362150
Gullträsk 11,595000.0,"Boden, Bodens kommun",80.0,4.0,2457.0,https://www.hemnet.se/bostad/villa-4rum-bodens-kommun-gulltrask-11-21360753
Dammgränd 74,1395000.0,"Bodforsen, Bodens kommun",109.5,4.0,,https://www.hemnet.se/bostad/lagenhet-4rum-bodforsen-bodens-kommun-dammgrand-74-21360098
Norra Bredåker 406,595000.0,"Bredåker, Bodens kommun",91.0,4.0,1340.0,https://www.hemnet.se/bostad/villa-4rum-bredaker-bodens-kommun-norra-bredaker-406-21358988
Dammgränd 19,1195000.0,"Bodforsen, Bodens kommun",130.0,5.0,,https://www.hemnet.se/bostad/lagenhet-5rum-bodforsen-bodens-kommun-dammgrand-19-21358340
Sävastnäs 2,995000.0,"Sävastnäs, Bodens kommun",199.0,4.0,6070.0,https://www.hemnet.se/bostad/villa-4rum-savastnas-bodens-kommun-savastnas-2-21357122
Kungsgatan 17,1495000.0,"Nedre stadsdelen/centrum, Bodens kommun",76.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-nedre-stadsdelen-centrum-bodens-kommun-kungsgatan-17-21357362
Prinsgatan 22D,1095000.0,"Centralt - Nedre Stadsdelen, Bodens kommun",101.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centralt-nedre-stadsdelen-bodens-kommun-prinsgatan-22d-21356946
Melonvägen 16,2995000.0,"Sävast, Bodens kommun",158.0,4.0,1426.0,https://www.hemnet.se/bostad/villa-4rum-savast-bodens-kommun-melonvagen-16-21356802
Trånga gatan 11C,1195000.0,"Sävast, Bodens kommun",89.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-savast-bodens-kommun-tranga-gatan-11c-21356768
Alträsk 410,945000.0,"Alträsk, Bodens kommun",60.0,2.0,1410.0,https://www.hemnet.se/bostad/fritidsboende-2rum-altrask-bodens-kommun-altrask-410-21355857
Stationsgatan 1 B,675000.0,"Centrala Boden, Bodens kommun",48.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrala-boden-bodens-kommun-stationsgatan-1-b-21353938
Bävervägen 12,1670000.0,"Torpgärdan, Bodens kommun",189.0,5.0,636.0,https://www.hemnet.se/bostad/villa-5rum-torpgardan-bodens-kommun-bavervagen-12-21282083
Älgvägen 5,1795000.0,"Torpgärdan, Bodens kommun",108.0,2.0,1305.0,https://www.hemnet.se/bostad/villa-2rum-torpgardan-bodens-kommun-algvagen-5-21352408
Infanterivägen 9,895000.0,"Bodsvedjan, Bodens kommun",148.0,3.0,1017.0,https://www.hemnet.se/bostad/villa-3rum-bodsvedjan-bodens-kommun-infanterivagen-9-21352192
Torsgatan 9,1895000.0,"Sanden, Bodens kommun",215.0,6.0,1020.0,https://www.hemnet.se/bostad/villa-6rum-sanden-bodens-kommun-torsgatan-9-21352210
Repslagargatan 9B,4750000.0,"Gültzauudden, Luleå kommun",119.0,3.0,311.0,https://www.hemnet.se/bostad/villa-3rum-gultzauudden-lulea-kommun-repslagargatan-9b-21380249
Stationsgatan 20A,1395000.0,"Centrum, Luleå kommun",40.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-stationsgatan-20a-21059415
Jaktviksvägen 159,,"Jaktviken/Kallax, Luleå kommun",,,1675.0,https://www.hemnet.se/bostad/villa-97m2-jaktviken-kallax-lulea-kommun-jaktviksvagen-159-21379718
Sundomsvägen 451,750000.0,"Sörnäsudden/Sundom, Luleå kommun",95.0,3.0,2480.0,https://www.hemnet.se/bostad/villa-3rum-sornasudden-sundom-lulea-kommun-sundomsvagen-451-21379859
Stormvägen 185,2645000.0,"Björkskatan, Luleå kommun",103.0,4.0,138.0,https://www.hemnet.se/bostad/radhus-4rum-bjorkskatan-lulea-kommun-stormvagen-185-21377034
Trädgårdsgatan 38,2395000.0,"Centrum, Luleå kommun",80.6,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-tradgardsgatan-38-21378880
Timmermansgatan 46,3295000.0,"Centrum, Luleå kommun",82.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-timmermansgatan-46-21377253
Sandviksgatan 77 C,1795000.0,"Centrum, Luleå kommun",73.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-sandviksgatan-77-c-21379319
Hällbruksgatan 2,1260000.0,"Örnäset, Luleå kommun",56.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-ornaset-lulea-kommun-hallbruksgatan-2-21366678
Västra Varvsgatan 17 B,995000.0,"Centrum, Luleå kommun",27.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-lulea-kommun-vastra-varvsgatan-17-b-21379254
Skansgatan 25,3995000.0,"Bergnäset, Luleå kommun",142.0,4.0,277.0,https://www.hemnet.se/bostad/villa-4rum-bergnaset-lulea-kommun-skansgatan-25-21379171
Lingonstigen 11,850000.0,"Kallkällan, Luleå kommun",50.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-kallkallan-lulea-kommun-lingonstigen-11-21379217
Sandnäset 4,,"Luleå, Luleå kommun",,,2995.0,https://www.hemnet.se/bostad/villa-62m2-lulea-lulea-kommun-sandnaset-4-21378910
Lingonstigen 63,1595000.0,"Kallkällan, Luleå kommun",84.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-kallkallan-lulea-kommun-lingonstigen-63-21378808
Burströmsvägen 118,1295000.0,"Skurholmen, Luleå kommun",65.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-skurholmen-lulea-kommun-burstromsvagen-118-21378800
Stationsgatan 63 A,1595000.0,"Centrum, Luleå kommun",43.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-stationsgatan-63-a-21378788
Aspviksvägen 25,3690000.0,"Kallax, Luleå kommun",170.0,4.0,1728.0,https://www.hemnet.se/bostad/villa-4rum-kallax-lulea-kommun-aspviksvagen-25-21349320
Genvägen 27A,1295000.0,"Lövskatan, Luleå kommun",53.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-lovskatan-lulea-kommun-genvagen-27a-21376483
Mjölkuddsvägen 5,1595000.0,"Mjölkudden, Luleå kommun",57.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-mjolkudden-lulea-kommun-mjolkuddsvagen-5-21378329
Kungsgatan 6C,2795000.0,"Centrum, Luleå kommun",108.0,4.0,,https://www.hemnet.se/bostad/lagenhet-4rum-centrum-lulea-kommun-kungsgatan-6c-21345667
Jaktviksvägen 192,3995000.0,"Kallax, Luleå kommun",90.0,2.0,2268.0,https://www.hemnet.se/bostad/fritidsboende-2rum-kallax-lulea-kommun-jaktviksvagen-192-21376616
Radiomasten 157,3395000.0,"Mjölkudden, Luleå kommun",164.0,5.0,,https://www.hemnet.se/bostad/lagenhet-5rum-mjolkudden-lulea-kommun-radiomasten-157-21377107
Stenudden 3B,1485000.0,"Avan, Luleå kommun",58.0,2.0,2445.0,https://www.hemnet.se/bostad/villa-2rum-avan-lulea-kommun-stenudden-3b-21364622
Sinksundsvägen 2 A,460000.0,"Sinksundet, Luleå kommun",30.0,1.0,368.0,https://www.hemnet.se/bostad/villa-1rum-sinksundet-lulea-kommun-sinksundsvagen-2-a-21377006
Hålsundsvägen 315,795000.0,"Luleå, Luleå kommun",76.0,3.0,1706.0,https://www.hemnet.se/bostad/villa-3rum-lulea-lulea-kommun-halsundsvagen-315-21377506
Södra Prästholm 740,1995000.0,"Råneå, Luleå kommun",100.0,4.0,11000.0,https://www.hemnet.se/bostad/villa-4rum-ranea-lulea-kommun-sodra-prastholm-740-17955717
Stationsgatan 11,3195000.0,"Centrum, Luleå kommun",95.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-stationsgatan-11-21377997
Krongårdsringen 6,995000.0,"Örnäset, Luleå kommun",54.400000000000006,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-ornaset-lulea-kommun-krongardsringen-6-21376558
Lingonstigen 43,1695000.0,"Kallkällan, Luleå kommun",81.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-kallkallan-lulea-kommun-lingonstigen-43-21377461
Mjölkuddsvägen 255,1595000.0,"Mjölkudden, Luleå kommun",90.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-mjolkudden-lulea-kommun-mjolkuddsvagen-255-21377247
Teknikergatan 5,995000.0,"Skurholmen, Luleå kommun",60.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-skurholmen-lulea-kommun-teknikergatan-5-21376525
Västra Varvsgatan 20B,1495000.0,"Varvet, Luleå kommun",52.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-varvet-lulea-kommun-vastra-varvsgatan-20b-21376640
Munkebergsgatan  38,1495000.0,"Mjölkudden, Luleå kommun",78.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-mjolkudden-lulea-kommun-munkebergsgatan-38-21376684
Muntervägen 15,2595000.0,"Alvik, Luleå kommun",175.0,4.0,1178.0,https://www.hemnet.se/bostad/villa-4rum-alvik-lulea-kommun-muntervagen-15-21376664
Liljevalchsgatan 23,2995000.0,"Notviken, Luleå kommun",131.0,4.0,517.0,https://www.hemnet.se/bostad/villa-4rum-notviken-lulea-kommun-liljevalchsgatan-23-21376625
Sörnäsudden 330,1395000.0,"Luleå, Luleå kommun",60.0,3.0,2018.0,https://www.hemnet.se/bostad/fritidsboende-3rum-lulea-lulea-kommun-sornasudden-330-21376134
Stationsgatan 63B,1495000.0,"Centrum, Luleå kommun",49.5,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-stationsgatan-63b-21296079
Borestigen 7,1695000.0,"Luleå, Luleå kommun",120.0,6.0,720.0,https://www.hemnet.se/bostad/villa-6rum-lulea-lulea-kommun-borestigen-7-21376493
Västra Varvsgatan 20A,1295000.0,"Centrum - Varvet, Luleå kommun",52.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-varvet-lulea-kommun-vastra-varvsgatan-20a-21376441
Sjöfartsgatan 14A,995000.0,"Svartöstaden, Luleå kommun",88.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-svartostaden-lulea-kommun-sjofartsgatan-14a-21376275
Kompanivägen 33,1995000.0,"Lulsundsberget, Luleå kommun",75.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-lulsundsberget-lulea-kommun-kompanivagen-33-21362092
Köpmangatan 52 E,2075000.0,"Centrum, Luleå kommun",53.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-kopmangatan-52-e-21376261
Pyrolagatan 2,4995000.0,"Hällbacken, Luleå kommun",196.0,8.0,849.0,https://www.hemnet.se/bostad/villa-8rum-hallbacken-lulea-kommun-pyrolagatan-2-21375718
Tärngränd 13,2195000.0,"Hertsön, Luleå kommun",133.0,5.0,375.0,https://www.hemnet.se/bostad/radhus-5rum-hertson-lulea-kommun-tarngrand-13-21375762
Västra Varvsgatan 17B,1225000.0,"Varvet, Luleå kommun",59.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-varvet-lulea-kommun-vastra-varvsgatan-17b-21375783
Västra Skolgatan 9B,1395000.0,"Bergnäset, Luleå kommun",57.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-bergnaset-lulea-kommun-vastra-skolgatan-9b-21375820
Lulsundsgatan 50,2095000.0,"Östermalm, Luleå kommun",73.5,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-ostermalm-lulea-kommun-lulsundsgatan-50-21375992
Sandviksgatan 42B,2195000.0,"Centrum, Luleå kommun",79.0,3.0,,https://www.hemnet.se/bostad/lagenhet-3rum-centrum-lulea-kommun-sandviksgatan-42b-21374538
Småbåtsgatan 10c,1795000.0,"Centrum, Luleå kommun",67.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-centrum-lulea-kommun-smabatsgatan-10c-21375080
Varvsgatan 55,1095000.0,"Centrum, Luleå kommun",27.0,1.0,,https://www.hemnet.se/bostad/lagenhet-1rum-centrum-lulea-kommun-varvsgatan-55-21373975
Skiffervägen 30,1695000.0,"Rosvik, Piteå kommun",162.0,4.0,570.0,https://www.hemnet.se/bostad/villa-4rum-rosvik-pitea-kommun-skiffervagen-30-21371220
Fanjunkaregatan 3,1990000.0,"Piteå, Piteå kommun",72.0,3.0,1232.0,https://www.hemnet.se/bostad/fritidsboende-3rum-pitea-kommun-fanjunkaregatan-3-21370061
Roknäsvägen 12,995000.0,"Roknäs, Piteå kommun",160.0,5.0,781.0,https://www.hemnet.se/bostad/villa-5rum-roknas-pitea-kommun-roknasvagen-12-21370000
Krokvattnetvägen 160,995000.0,"Luleå, Piteå kommun",104.0,3.0,1082.0,https://www.hemnet.se/bostad/fritidsboende-3rum-pitea-kommun-krokvattnetvagen-160-21368692
Parkgatan 12,1000000.0,"Piteå - Centrum, Piteå kommun",56.0,2.0,,https://www.hemnet.se/bostad/lagenhet-2rum-pitea-centrum-pitea-kommun-parkgatan-12-21368163
Långnäsvägen 1760,1995000.0,"Arnemark, Piteå kommun",149.0,4.0,32000.0,https://www.hemnet.se/bostad/villa-4rum-arnemark-pitea-kommun-langnasvagen-1760-18954796
Kalamarksvägen 699,595000.0,"Kalaträsket, Piteå kommun",52.0,3.0,1638.0,https://www.hemnet.se/bostad/fritidsboende-3rum-kalatrasket-pitea-kommun-kalamarksvagen-699-21355038
Hemlundavägen 159,1980000.0,"Hemlunda, Piteå kommun",188.0,4.0,18000.0,https://www.hemnet.se/bostad/villa-4rum-hemlunda-pitea-kommun-hemlundavagen-159-21367008
Råholmen 56,1295000.0,"Berkön, Piteå kommun",65.0,3.0,1661.0,https://www.hemnet.se/bostad/fritidsboende-3rum-berkon-pitea-kommun-raholmen-56-21364229
Skaftgatan 5,,"Djupviken, Piteå kommun",,,889.0,https://www.hemnet.se/bostad/villa-125m2-djupviken-pitea-kommun-skaftgatan-5-21349442
Sörvägen 696,295000.0,"Lillpite, Piteå kommun",45.0,2.0,1636.0,https://www.hemnet.se/bostad/fritidsboende-2rum-lillpite-pitea-kommun-sorvagen-696-21366404
Bergön 23,1350000.0,"Jävre, Piteå kommun",92.0,2.0,1501.0,https://www.hemnet.se/bostad/fritidsboende-2rum-javre-pitea-kommun-bergon-23-21365611
Långviks Glasbruksväg 85,1950000.0,"Långvik, Piteå kommun",71.0,3.0,5576.0,https://www.hemnet.se/bostad/villa-3rum-langvik-pitea-kommun-langviks-glasbruksvag-85-21364908
Grannäsvägen 90,1095000.0,"Jävrebyn, Piteå kommun",69.0,3.0,1385.0,https://www.hemnet.se/bostad/villa-3rum-javrebyn-pitea-kommun-grannasvagen-90-21362437
Jävre Brännland 11,1900000.0,"Jävre, Piteå kommun",70.0,3.0,1876.0,https://www.hemnet.se/bostad/villa-3rum-javre-pitea-kommun-javre-brannland-11-21363837
Bergknabben 9,650000.0,"Altersbruk, Piteå kommun",92.0,3.0,3836.0,https://www.hemnet.se/bostad/villa-3rum-altersbruk-pitea-kommun-bergknabben-9-21363389
Sanavägen 615,3000000.0,"Svartnäsudden, Piteå kommun",100.0,3.0,1539.0,https://www.hemnet.se/bostad/fritidsboende-3rum-svartnasudden-pitea-kommun-sanavagen-615-21360900
Högsböleskiftet 109,1250000.0,"Högsböleskiftet, Piteå kommun",53.0,3.0,1334.0,https://www.hemnet.se/bostad/fritidsboende-3rum-hogsboleskiftet-pitea-kommun-hogsboleskiftet-109-21359671
Sparvgatan 10,1490000.0,"Klubbgärdet, Piteå kommun",178.0,4.0,847.0,https://www.hemnet.se/bostad/villa-4rum-klubbgardet-pitea-kommun-sparvgatan-10-21359641
Hägnanvägen 11,1395000.0,"Sjulsmark, Piteå kommun",165.0,6.0,1056.0,https://www.hemnet.se/bostad/villa-6rum-sjulsmark-pitea-kommun-hagnanvagen-11-21359136
Källbogatan 57,2995000.0,"Piteå, Piteå kommun",200.0,6.0,1025.0,https://www.hemnet.se/bostad/villa-6rum-pitea-pitea-kommun-kallbogatan-57-21278652
Mårdstigen 8,1195000.0,"Långvik, Piteå kommun",59.0,2.0,1574.0,https://www.hemnet.se/bostad/fritidsboende-2rum-langvik-pitea-kommun-mardstigen-8-21357885
Hällskatan 19,2390000.0,"Hällskatan, Piteå kommun",128.0,3.0,1629.0,https://www.hemnet.se/bostad/villa-3rum-hallskatan-pitea-kommun-hallskatan-19-21358053
Näckrosgränd 7,1590000.0,"Durrnäs, Piteå kommun",143.0,6.0,275.0,https://www.hemnet.se/bostad/radhus-6rum-durrnas-pitea-kommun-nackrosgrand-7-21352975
Majorsgatan 7,1450000.0,"Piteå, Piteå kommun",65.0,3.0,1309.0,https://www.hemnet.se/bostad/villa-3rum-pitea-pitea-kommun-majorsgatan-7-21348938
Skolgatan 16,,"Klubbgärdet, Piteå kommun",,,6904.0,https://www.hemnet.se/bostad/villa-215m2-klubbgardet-pitea-kommun-skolgatan-16-21281456
Bunäsgrundet,870000.0,"Jävre, Piteå kommun",50.0,3.0,,https://www.hemnet.se/bostad/fritidsboende-3rum-javre-pitea-kommun-bunasgrundet-17821035
Krokgrundet 35,1650000.0,"Granön, Piteå kommun",82.0,3.0,1447.0,https://www.hemnet.se/bostad/villa-3rum-granon-pitea-kommun-krokgrundet-35-20349496
Jävre Sandholmen 39,1500000.0,"Jävre, Piteå kommun",47.0,3.0,1461.0,https://www.hemnet.se/bostad/fritidsboende-3rum-javre-pitea-kommun-javre-sandholmen-39-20572956
Mastvägen 9,1850000.0,"Rosvik, Piteå kommun",228.0,6.0,994.0,https://www.hemnet.se/bostad/villa-6rum-rosvik-pitea-kommun-mastvagen-9-21343957
Gråträsk 25,,"Arvidsjaur, Piteå kommun",,,846.0,https://www.hemnet.se/bostad/fritidsboende-3rum-arvidsjaur-pitea-kommun-gratrask-25-21343618
Kalvön 24,995000.0,"Rosvik, Piteå kommun",44.0,2.0,1499.0,https://www.hemnet.se/bostad/fritidsboende-2rum-rosvik-pitea-kommun-kalvon-24-18927696
Timmermansgatan 7,1500000.0,"Skuthamn, Piteå kommun",78.0,2.0,1565.0,https://www.hemnet.se/bostad/villa-2rum-skuthamn-pitea-kommun-timmermansgatan-7-20174598
Rotegatan 7,2200000.0,"Öjebyn, Piteå kommun",299.0,8.0,1032.0,https://www.hemnet.se/bostad/villa-8rum-ojebyn-pitea-kommun-rotegatan-7-21342851
Strömnäsgatan 13,1750000.0,"Strömnäs, Piteå kommun",182.0,4.0,830.0,https://www.hemnet.se/bostad/villa-4rum-stromnas-pitea-kommun-stromnasgatan-13-21342473
Sandholmsudden 250,1590000.0,"Degerberget, Piteå kommun",32.0,3.0,1507.0,https://www.hemnet.se/bostad/fritidsboende-3rum-degerberget-pitea-kommun-sandholmsudden-250-17646296
Rönnberget 53,1050000.0,"Rönnberget, Piteå kommun",60.0,3.0,1615.0,https://www.hemnet.se/bostad/fritidsboende-3rum-ronnberget-pitea-kommun-ronnberget-53-21339666
Aspgatan 12,2200000.0,"Annelund, Piteå kommun",184.0,4.0,968.0,https://www.hemnet.se/bostad/villa-4rum-annelund-pitea-kommun-aspgatan-12-21340900
Perviken 66,2800000.0,"Hortlax, Piteå kommun",38.0,2.0,2975.0,https://www.hemnet.se/bostad/villa-2rum-hortlax-pitea-kommun-perviken-66-21338648
Mellangatan 34,4300000.0,"Centralt, Piteå kommun",260.0,8.0,1127.0,https://www.hemnet.se/bostad/villa-8rum-centralt-pitea-kommun-mellangatan-34-21338638
Kyrkbyn 128,1800000.0,"Piteå, Piteå kommun",50.0,3.0,1300.0,https://www.hemnet.se/bostad/fritidsboende-3rum-pitea-pitea-kommun-kyrkbyn-128-21337799
Sanavägen 528,1650000.0,"Svartnäsudden, Piteå kommun",50.0,2.0,1647.0,https://www.hemnet.se/bostad/villa-2rum-svartnasudden-pitea-kommun-sanavagen-528-18971823
Marmorgränd 7,4295000.0,"Piteå - Rosvik, Piteå kommun",245.0,5.0,8470.0,https://www.hemnet.se/bostad/villa-5rum-pitea-rosvik-pitea-kommun-marmorgrand-7-21335461
Norra Stenarmen 63,6195000.0,"Norra Stenarmen, Piteå kommun",147.0,4.0,1200.0,https://www.hemnet.se/bostad/fritidsboende-4rum-norra-stenarmen-pitea-kommun-norra-stenarmen-63-21334586
Svartnäsudden 73,2995000.0,"Rosvik, Piteå kommun",113.0,5.0,2152.0,https://www.hemnet.se/bostad/villa-5rum-pitea-kommun-svartnasudden-73-20643619
Kullvägen 1,3490000.0,"Strömnäs, Piteå kommun",238.0,8.0,931.0,https://www.hemnet.se/bostad/villa-8rum-stromnas-pitea-kommun-kullvagen-1-21333826
Bölevägen 3,1700000.0,"Böle, Piteå kommun",144.0,5.0,1602.0,https://www.hemnet.se/bostad/villa-5rum-bole-pitea-kommun-bolevagen-3-21333551
Bondegatan 4,1750000.0,"Öjebyn, Piteå kommun",232.0,6.0,1477.0,https://www.hemnet.se/bostad/villa-6rum-ojebyn-pitea-kommun-bondegatan-4-20908075
